Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,298558,13,-1,28.7904,2.30068,27.5156,8.1532,0.29115,1.48738,-11,1,32.331,-22.0233,-17.821,15.5782,0.525371,-2.46127,-11,1,27.6092,12.588,23.2336,-8.00038,-0.298318,1.07427,11,-1,45.1182,-15.1197,-4.3257,42.2888,1.71524,-2.86294
1,59218,13,-1,70.8641,13.8209,-14.7144,-67.9278,-1.92792,-0.816702,-11,1,65.9634,9.57813,-38.5566,-52.6575,-1.09387,-1.32731,11,-1,17.5805,3.3214,-3.76642,-16.8481,-1.92512,-0.848103,11,-1,11.9387,2.9005,-2.34288,-11.3415,-1.83159,-0.679451
1,26096,13,-1,17.3539,-2.96228,5.38361,16.2293,1.69841,2.07382,-11,1,36.7641,25.9762,22.7684,-12.5869,-0.356773,0.719684,11,-1,72.4254,-11.6952,-19.7985,-68.6781,-1.81423,-2.10436,-11,1,25.1791,-4.81857,5.35986,24.1255,1.92291,2.30306
1,168229,13,-1,70.8701,-0.590806,64.8548,28.5669,0.427331,1.57991,-13,1,18.7664,2.50428,-14.5127,-11.6308,-0.724645,-1.39992,11,-1,12.0062,4.34966,-10.7454,-3.12485,-0.266398,-1.18617,-11,1,11.5247,4.32884,-10.2555,-2.98398,-0.264952,-1.17138
1,476764,-13,1,8.3086,6.18444,4.37407,3.41203,0.436448,0.615589,11,-1,99.192,-5.44372,-73.4957,-66.3912,-0.809511,-1.64473,-11,1,39.7151,-8.92903,-17.2667,-34.6327,-1.34148,-2.04805,11,-1,5.07399,2.9934,3.61532,1.92725,0.399861,0.879228
1,137931,-13,1,135.578,67.7246,10.7053,-116.962,-1.30378,0.156773,13,-1,40.3205,-23.3214,-32.0057,-7.58114,-0.190287,-2.2005,-13,1,19.8142,3.65635,12.7723,14.7,0.954701,1.29198,11,-1,30.4995,4.22808,17.7393,24.447,1.10295,1.33682
1,261979,-13,1,609.981,261.036,235.764,-498.35,-1.1477,0.734571,13,-1,25.5818,1.06299,21.1121,-14.4072,-0.637489,1.52049,11,-1,5.04362,0.22014,4.14347,-2.86728,-0.645298,1.51772,11,-1,3.8433,1.63537,1.7396,3.0117,1.05469,0.81627
1,31601,-13,1,82.4954,-54.1755,-50.4486,-36.4065,-0.473863,-2.3918,13,-1,66.6983,62.7022,-5.62428,-22.0331,-0.34321,-0.0894589,-11,1,25.1758,7.37346,15.345,-18.5468,-0.943204,1.12286,11,-1,9.15187,2.72928,1.26057,-8.644,-1.77825,0.432679
1,163304,-13,1,31.0251,28.4134,8.97956,-8.63678,-0.285927,0.3061,13,-1,26.55,2.41373,-7.86021,25.2444,1.84041,-1.27285,-11,1,78.6148,8.45327,-24.2506,74.3017,1.78412,-1.23539,11,-1,9.1788,6.78291,4.4697,-4.27368,-0.504442,0.582652
1,47150,-13,1,107.84,51.3631,28.0826,-90.5685,-1.22064,0.500341,-13,1,9.83084,3.07457,-1.68215,-9.18431,-1.69111,-0.500629,-13,1,9.19999,0.368563,-1.6717,-9.0387,-2.36594,-1.3538,11,-1,37.0081,18.9182,-27.9501,-15.1821,-0.435895,-0.975773
1,160221,-13,1,65.0914,-52.378,24.9234,-29.534,-0.489389,2.69746,-13,1,11.7287,5.51033,-0.452538,-10.3433,-1.3843,-0.0819416,13,-1,12.7002,3.86963,0.578323,-12.0821,-1.84591,0.148354,11,-1,145.963,-16.8565,-130.038,-64.12,-0.471349,-1.69971
1,379275,-13,1,156.82,14.4977,156.11,3.46601,0.0221054,1.47819,11,-1,234.921,-47.3579,-171.021,153.938,0.784489,-1.84094,-11,1,5.38701,-1.62118,-4.20567,2.95025,0.615033,-1.93872,11,-1,2.80468,-0.913382,-2.16148,1.53621,0.615136,-1.97061
1,85985,-13,1,137.857,-36.0218,-100.288,87.4601,0.748789,-1.91563,11,-1,90.7015,-51.6306,60.3953,-43.7429,-0.525943,2.27812,-11,1,19.2681,10.1364,-9.20103,-13.5593,-0.874625,-0.737064,-11,1,13.9157,7.81312,-0.651135,11.4968,1.17598,-0.0831465
1,374288,-13,1,54.8777,-0.321472,-22.4315,-50.0827,-1.54301,-1.58513,13,-1,13.6332,-0.347949,-3.57407,13.1513,2.00939,-1.66784,11,-1,165.54,-47.5506,41.9956,152.902,1.61334,2.41815,-11,1,12.7959,1.7876,-4.63516,11.7921,1.59926,-1.20271
1,465338,-13,1,60.6325,-43.2183,13.7008,40.2587,0.799897,2.8346,13,-1,32.092,-2.29324,-24.4537,20.6553,0.76435,-1.6643,13,-1,6.08302,0.388101,6.06859,-0.116648,-0.0191812,1.50693,11,-1,6.47735,1.34335,0.0031172,6.33652,2.25536,0.00232046
1,55684,-13,1,86.4664,32.288,-49.5545,63.0735,0.927567,-0.993321,13,-1,27.864,7.55582,-24.7037,-10.4418,-0.393931,-1.27397,13,-1,42.0889,-5.67691,-11.1833,-40.1768,-1.8809,-2.04052,-11,1,12.6093,3.12165,-11.3217,-4.59009,-0.381517,-1.30176
1,497156,13,-1,63.9799,50.5142,-14.0396,36.6691,0.652179,-0.271092,-13,1,8.63304,0.568407,-1.458,8.48937,2.39254,-1.19907,-11,1,75.3767,23.3776,-70.8133,-10.9824,-0.146744,-1.25193,11,-1,12.5517,-6.60732,8.52602,6.41838,0.564563,2.23008
1,497587,13,-1,27.8082,-12.5482,0.518973,-24.8105,-1.43263,3.10026,-11,1,36.4091,31.2542,3.10422,18.4162,0.55709,0.0989969,-11,1,7.36333,6.81069,-1.77034,2.16774,0.303373,-0.254307,11,-1,7.13923,6.58616,-1.78034,2.10272,0.30352,-0.264005
1,363039,11,-1,178.764,31.3986,118.397,-130.203,-0.925209,1.31156,11,-1,98.6288,25.5637,-44.7111,-84.1133,-1.26643,-1.05141,-11,1,9.21183,4.5888,1.70454,-7.80354,-1.24587,0.35566,11,-1,12.4883,-0.780526,3.39709,-11.992,-1.94922,1.79664
1,330410,-13,1,4.49331,-4.42779,-0.360536,-0.665871,-0.149333,-3.06035,11,-1,20.5056,-4.92228,18.7512,6.68157,0.338168,1.82751,-11,1,51.7666,-14.4978,12.8308,-48.0101,-1.63972,2.41712,11,-1,15.7848,-15.777,-0.173404,0.465381,0.0294914,-3.1306
1,350218,-13,1,51.391,-14.8572,-18.3409,-45.6497,-1.41373,-2.25164,11,-1,44.8392,38.0599,-19.796,-13.0429,-0.299529,-0.47962,11,-1,17.1645,-3.2149,3.8247,-16.4212,-1.90539,2.26978,-11,1,8.86913,-1.00393,2.34163,-8.49531,-1.91921,1.97582
1,285338,11,-1,215.788,53.4799,-161.345,132.937,0.718621,-1.25073,-11,1,220.779,-126.05,87.1368,158.939,0.907446,2.53674,11,-1,20.1812,9.67682,9.38179,15.0207,0.960033,0.769919,-11,1,15.7359,7.6849,8.24529,10.9808,0.863028,0.820562
1,323990,13,-1,238.387,-70.5132,70.6527,216.482,1.51665,2.35521,-11,1,61.3243,-41.3244,-44.2564,-9.71274,-0.159728,-2.32195,-11,1,7.28494,-1.90591,-6.78298,1.85176,0.259887,-1.84472,-11,1,9.01209,-0.298419,-3.11121,-8.45275,-1.7206,-1.66642
1,115257,-13,1,25.7874,-22.7319,3.70701,11.5974,0.484368,2.97994,-13,1,5.50554,1.51381,-0.443302,-5.27368,-1.92176,-0.284873,11,-1,65.3387,63.2791,10.7403,-12.2291,-0.189398,0.168127,11,-1,7.75143,1.81259,1.98361,-7.2708,-1.72109,0.830419
1,275883,13,-1,8.70463,1.08191,-1.61384,8.48436,2.18003,-0.980215,-11,1,48.7167,40.8458,-24.5195,-10.1847,-0.212189,-0.540637,-11,1,23.2603,13.1432,18.1689,-6.17974,-0.272207,0.944544,11,-1,16.8027,12.6951,-7.58981,-7.97243,-0.515827,-0.538839
1,177948,13,-1,47.1109,-15.9514,43.159,-10.1131,-0.218059,1.92482,-11,1,305.633,-8.64025,46.7434,-301.914,-2.54796,1.75358,-11,1,131.417,6.36816,-36.5637,-126.067,-1.93696,-1.39836,-11,1,12.0288,-1.31387,-4.76182,10.9677,1.53802,-1.84001
1,460052,-13,1,44.2802,-28.3479,19.7746,-27.6783,-0.733288,2.5325,11,-1,117.399,-33.5252,-0.862243,-112.508,-1.92505,-3.11588,-11,1,26.0263,-4.78614,-6.56041,24.7269,1.83256,-2.20108,11,-1,20.7828,0.29606,5.24937,20.1068,2.05118,1.51446
1,386971,-13,1,44.9665,-33.285,25.5821,-16.1134,-0.374985,2.48631,13,-1,44.8227,-19.8681,10.442,-38.798,-1.31522,2.6577,11,-1,157.227,-85.2582,-52.8202,-121.085,-1.02063,-2.58694,-11,1,133.621,-56.2611,35.384,-115.919,-1.32297,2.58018
1,12594,13,-1,98.5425,41.0457,8.42134,89.1905,1.49972,0.202362,-13,1,41.0101,14.4195,21.7603,31.6288,1.0234,0.985579,-11,1,174.923,-74.2331,-96.8195,125.353,0.900661,-2.22491,11,-1,3.76836,1.05011,-3.14773,-1.78594,-0.515128,-1.2488
1,18324,-13,1,69.3819,-11.4159,55.4696,40.0828,0.659025,1.77377,13,-1,29.9625,-19.7854,9.00032,-20.6222,-0.844662,2.71467,11,-1,33.8456,5.16293,-4.03815,-33.2049,-2.32528,-0.663758,-11,1,30.7233,5.05819,-4.13656,-30.0204,-2.22961,-0.685498
1,115961,-13,1,119.218,-29.2543,39.151,-108.74,-1.53992,2.21251,13,-1,17.5902,1.87572,-14.323,10.0368,0.648417,-1.44058,-13,1,16.4255,-6.52991,-2.85013,14.7994,1.47762,-2.73005,11,-1,10.1158,-4.4295,-3.9533,8.19025,1.12601,-2.41294
1,423039,-13,1,26.6046,-16.2127,4.25088,-20.6609,-1.03674,2.88517,11,-1,92.629,-74.0163,-50.9225,22.5526,0.248462,-2.53897,11,-1,61.2682,-18.4565,36.6606,-45.4878,-0.955891,2.03719,11,-1,24.2318,-0.11938,8.63924,-22.6392,-1.69099,1.58461
1,93320,-13,1,255.259,39.6537,-26.1512,-250.8,-2.36591,-0.583017,13,-1,81.6001,37.1046,-4.52735,-72.535,-1.4167,-0.121416,13,-1,16.6526,-2.94894,-15.7712,-4.45771,-0.274378,-1.75564,-11,1,12.3957,5.75419,-0.449236,-10.97,-1.3983,-0.077913
1,93632,13,-1,151.354,53.469,71.1033,122.448,1.12417,0.926022,13,-1,14.0041,-1.98194,-5.43353,-12.7535,-1.53176,-1.92056,-11,1,134.666,-76.378,-43.1291,102.182,0.993338,-2.62755,11,-1,7.23638,-6.35275,-1.11373,3.28137,0.489041,-2.96804
1,491411,-11,1,91.4775,62.6999,29.0348,-59.9486,-0.784596,0.433675,11,-1,118.623,50.7021,37.0443,-100.64,-1.25042,0.630987,11,-1,6.09533,4.6269,-2.67079,-2.93457,-0.524864,-0.523508,-11,1,4.00401,3.12303,-1.58685,-1.93925,-0.528621,-0.470117
1,217613,-11,1,137.229,1.27385,24.3172,135.051,2.41428,1.51846,11,-1,23.7179,-17.2202,-14.6055,-7.25802,-0.316143,-2.43817,11,-1,26.389,7.73311,-1.72908,25.1712,1.87285,-0.219976,-11,1,24.6104,6.51844,1.17975,-23.7021,-1.98694,0.179048
1,299475,-13,1,89.4989,56.8707,-41.6706,55.1301,0.718512,-0.632353,11,-1,171.48,-35.0231,-29.9656,-165.169,-1.98838,-2.43386,-11,1,48.1467,-18.2076,26.6396,-35.734,-0.955337,2.17035,11,-1,47.5176,-18.3421,23.3118,-37.1221,-1.04852,2.23745
1,62481,13,-1,231.524,107.783,-44.2041,-200.081,-1.30966,-0.389201,-11,1,149.688,-129.303,-7.73362,75.0172,0.550849,-3.08185,-11,1,17.9243,11.8802,-11.3559,-7.15421,-0.42262,-0.762838,11,-1,5.26423,1.99084,3.31643,-3.5707,-0.82595,1.03016
1,286943,-13,1,88.8315,64.9353,-7.07463,60.2028,0.824885,-0.108521,13,-1,33.3156,-6.01473,-16.5287,-28.2939,-1.25354,-1.9198,13,-1,5.89105,4.92827,3.19596,0.437416,0.0743999,0.575316,13,-1,10.926,-3.00501,0.0345255,10.504,1.96442,3.1301
1,362324,-13,1,43.9687,-2.25356,10.0319,42.7495,2.13228,1.79177,11,-1,98.597,-47.9287,80.59,30.4872,0.319672,2.10733,-11,1,135.191,-71.0256,52.7728,-102.21,-0.986919,2.50258,11,-1,418.869,24.8709,-74.2972,411.476,2.36066,-1.24777
1,224049,-13,1,23.7976,15.0173,-0.257855,18.4588,1.0344,-0.0171688,11,-1,74.1519,-66.7424,31.3798,-7.69817,-0.104192,2.7021,11,-1,27.6766,-5.8137,2.99494,26.8928,2.12157,2.6659,-11,1,8.53289,-1.77447,1.84081,8.14081,1.87507,2.33785
1,175623,13,-1,44.7616,7.29889,-24.9055,36.4696,1.14101,-1.28572,13,-1,13.8743,1.87464,-3.06482,13.4006,2.02705,-1.02184,-11,1,33.7008,32.9695,5.44056,4.37636,0.130597,0.163544,-11,1,78.7629,16.452,-1.76343,77.0053,2.24221,-0.106779
1,189133,-11,1,96.4099,-7.58445,77.865,56.3417,0.669115,1.6679,11,-1,102.836,36.7683,-65.5416,-70.1975,-0.833993,-1.05955,11,-1,176.836,15.8625,56.7689,166.724,1.76278,1.29832,11,-1,21.8563,-14.3716,-4.93342,15.7104,0.905162,-2.81092
1,241564,13,-1,17.657,-12.3431,12.0586,3.74087,0.215126,2.36785,-11,1,74.2899,1.86747,-62.1959,40.5853,0.613106,-1.54078,11,-1,218.808,-10.8532,32.1523,-216.16,-2.55083,1.89634,11,-1,8.40836,-4.16899,7.01551,2.02553,0.245724,2.10698
1,396786,13,-1,119.068,-89.0548,61.2829,49.9092,0.446678,2.53887,-13,1,8.83251,-1.35423,-2.49917,8.36195,1.79987,-2.06738,-11,1,84.5803,71.782,-41.4886,16.7295,0.200436,-0.524072,11,-1,27.6713,-4.71118,-8.35614,25.9554,1.72104,-2.08417
1,479717,13,-1,48.5923,26.2023,-32.3197,25.1014,0.571655,-0.889552,-11,1,79.1829,46.6161,-33.6346,54.4571,0.843652,-0.625026,11,-1,61.9997,-34.4754,26.6468,44.1062,0.889999,2.48358,-11,1,46.8308,-24.9952,17.4988,35.5268,0.992957,2.53081
1,13617,13,-1,47.0792,29.7136,10.2929,35.037,0.959867,0.333466,-11,1,59.0094,56.6218,-14.7659,7.6195,0.129848,-0.2551,-11,1,43.7642,-41.7955,-12.1265,-4.62459,-0.106067,-2.85921,-11,1,3.9273,-3.42559,0.864919,1.7149,0.4681,2.89427
1,243200,13,-1,221.837,100.64,-114.093,161.45,0.924005,-0.847966,11,-1,56.9037,-11.0351,55.8021,1.54496,0.0271571,1.76603,-11,1,49.0602,-44.0956,16.0962,-14.2614,-0.299323,2.79159,-11,1,27.8058,1.16074,-7.6296,26.7133,1.95507,-1.41982
1,25629,-13,1,27.4117,-11.4978,5.08574,24.3583,1.4153,2.72514,13,-1,10.8016,4.39335,-0.863531,9.82937,1.52772,-0.19408,11,-1,24.796,16.7083,-12.7383,13.1685,0.591638,-0.651389,-11,1,7.93857,0.128104,-7.36037,-2.97144,-0.393419,-1.55339
