#####################################################################################
## (c) Copyright by Pierre Auger Collaboration 2017    ##
##           ##
## List of Auger events with E > 8 EeV, zenith < 80 deg,    ##
## observation time from Jan 1 2004 up to 31 August 2016    ##
##           ##
##           ##
## Publications using or referring to these data should cite the following ## 
## reference:         ##
##           ## 	
## The Pierre Auger Collaboration (Alexander Aab et al.):    ##
## Observation of a Large-scale Anisotropy in the Arrival Directions of  ##
## Cosmic Rays above 8×10^18 eV, Science 357 (2017) 1266-1270   ##
##           ##
## Data are provided as is and might be subject to future changes.  ##
##           ##
## These data are released under the Creative Commons Attribution-ShareAlike 4.0 ##
## International License (CC BY-SA 4.0). For more details see   ##
## http://creativecommons.org/licenses/by-sa/4.0/     ##
##           ##
#####################################################################################
##
## Columns: 
#
# (1) year
# (2) day
# (3) declination (deg.)
# (4) right ascention (deg.)
# (5) local azimuth (deg.)
# (6) weight
# (7) UTC arrival time 
#
# year day dec RA azimuth weight UTC
2004 1 -11.8 208.9 164.7 1.0040 1072969615
2004 2 -70.4 36.6 -111.6 1.0001 1073113742
2004 3 -47.8 334.7 -143.8 0.9973 1073169046
2004 3 -22.1 87.2 -162.8 1.0080 1073207917
2004 7 -5.8 178.6 162.7 1.0046 1073480592
2004 9 3.4 60.5 82.9 1.0072 1073696725
2004 12 3.6 248.3 126.3 1.0007 1073921079
2004 13 -27.2 301.8 11.6 0.9977 1074007543
2004 13 -30.0 177.9 4.2 0.9998 1074063648
2004 14 16.5 273.7 145.0 1.0059 1074106301
2004 15 -32.4 33.2 -3.8 0.9977 1074200176
2004 15 -76.5 60.2 -104.1 0.9985 1074241719
2004 17 -7.8 319.7 38.6 0.9960 1074355940
2004 17 4.1 151.1 125.3 1.0004 1074414670
2004 18 14.0 56.8 85.9 1.0078 1074471638
2004 18 -15.4 144.8 164.8 1.0019 1074504022
2004 19 -30.9 295.9 -13.9 0.9963 1074514681
2004 19 -59.0 58.3 -51.1 0.9974 1074545158
2004 20 2.2 357.0 113.2 0.9986 1074633928
2004 22 -17.9 16.5 21.6 0.9996 1074799370
2004 22 -18.6 195.7 20.2 0.9956 1074842196
2004 31 13.3 308.8 124.0 1.0034 1075573445
2004 32 -57.0 75.7 -130.7 0.9972 1075701764
2004 32 -11.5 201.4 92.3 1.0028 1075713534
2004 33 -6.2 78.5 19.5 0.9973 1075757845
2004 36 -37.3 197.1 -154.5 1.0022 1076058222
2004 38 5.5 348.6 58.1 1.0020 1076173988
2004 39 -45.4 217.7 -138.1 1.0014 1076256955
2004 39 5.2 283.4 37.4 1.0006 1076326141
2004 41 -31.5 217.7 -176.8 1.0034 1076415198
2004 42 -55.5 205.7 -123.0 1.0007 1076582119
2004 44 12.3 48.4 137.0 1.0010 1076720203
2004 45 7.7 74.7 47.0 0.9991 1076795067
2004 45 -53.9 187.1 -55.7 0.9955 1076824356
2004 48 -70.0 333.1 -110.8 1.0002 1077047867
2004 49 8.4 121.4 139.3 1.0016 1077168671
2004 50 -80.7 21.3 -99.5 0.9998 1077233404
2004 51 -21.7 200.2 82.2 0.9997 1077349666
2004 53 -40.0 112.7 -24.5 1.0031 1077487202
2004 53 34.1 187.0 91.7 1.0027 1077519447
2004 54 -13.7 18.1 -2.0 0.9937 1077547169
2004 55 6.8 222.0 151.8 1.0072 1077626510
2004 57 -31.1 162.6 -173.6 1.0031 1077868672
2004 58 -36.1 8.9 -26.4 0.9909 1077888188
2004 58 -10.5 120.9 164.8 1.0029 1077946524
2004 60 40.4 181.3 94.3 1.0090 1078122105
2004 61 -39.2 46.0 -144.5 1.0008 1078197159
2004 62 -41.2 125.7 -38.0 0.9906 1078256802
2004 63 26.7 338.1 72.1 1.0018 1078326309
2004 63 -44.2 194.4 -151.2 1.0019 1078391373
2004 64 -1.7 2.8 39.7 1.0007 1078414999
2004 70 -4.6 41.1 163.9 1.0055 1078962662
2004 74 -24.9 80.7 55.1 0.9973 1079301429
2004 74 -57.4 235.6 -53.9 1.0022 1079331778
2004 76 -33.0 74.0 -10.1 0.9979 1079462979
2004 77 -23.7 198.3 52.8 0.9990 1079587684
2004 78 -12.6 118.4 6.4 1.0014 1079642373
2004 81 -67.2 79.7 -73.9 1.0047 1079900561
2004 81 18.1 166.8 91.7 1.0026 1079927393
2004 84 -29.2 319.8 176.3 0.9983 1080143800
2004 85 -33.3 180.8 -32.0 0.9867 1080251281
2004 85 22.0 267.1 45.8 1.0024 1080284525
2004 86 -48.3 274.5 -130.2 1.0007 1080323504
2004 88 -81.5 264.8 -86.4 1.0008 1080549342
2004 89 -34.4 321.8 171.8 0.9989 1080568944
2004 89 -2.2 11.3 40.5 1.0027 1080571426
2004 89 -19.1 359.1 52.3 0.9998 1080573207
2004 90 -52.0 298.0 -56.2 0.9972 1080729288
2004 93 -13.3 296.4 -175.6 1.0066 1080924329
2004 94 16.9 264.4 86.6 1.0030 1081069904
2004 95 -31.6 137.5 147.8 0.9992 1081127947
2004 96 -12.9 32.7 106.6 1.0030 1081189023
2004 96 -67.3 213.3 -84.0 0.9984 1081190915
2004 96 -36.7 10.6 -161.4 1.0013 1081195290
2004 97 -23.7 209.0 78.2 1.0015 1081315167
2004 98 13.4 43.1 76.7 1.0052 1081359771
2004 99 4.6 13.0 46.3 1.0051 1081433501
2004 99 -48.0 95.5 -35.3 0.9983 1081446681
2004 99 -12.8 159.0 29.9 0.9944 1081468497
2004 102 -5.9 43.0 29.6 0.9956 1081697410
2004 107 -46.1 329.5 -140.4 1.0006 1082125397
2004 108 -24.0 207.3 145.7 1.0037 1082267124
2004 109 -41.8 50.6 -148.4 0.9979 1082330316
2004 109 -72.8 340.6 -99.0 0.9967 1082330748
2004 109 -20.1 221.1 -178.4 1.0018 1082367419
2004 110 -56.6 321.2 -67.8 0.9964 1082458905
2004 111 -46.0 219.9 -143.4 1.0019 1082530856
2004 113 -18.2 29.8 1.7 0.9966 1082637259
2004 113 -48.4 67.4 -45.1 1.0023 1082655185
2004 114 31.4 51.5 108.6 1.0023 1082747454
2004 114 -38.4 120.1 -18.1 0.9960 1082755630
2004 114 -63.2 286.1 -70.5 0.9914 1082766552
2004 117 32.7 346.4 57.8 0.9981 1083062553
2004 118 -2.8 9.5 44.5 0.9993 1083070660
2004 118 -42.2 114.1 -37.8 0.9942 1083079885
2004 118 31.4 185.6 73.6 1.0037 1083115020
2004 119 17.4 51.2 106.7 1.0024 1083177032
2004 120 -62.0 333.6 -60.1 0.9935 1083318289
2004 121 -29.5 101.7 -27.5 0.9840 1083334864
2004 121 -10.8 232.4 42.4 0.9999 1083383559
2004 122 33.3 248.8 80.2 1.0032 1083476485
2004 124 -40.1 65.2 -22.1 0.9978 1083595763
2004 124 -29.7 110.3 -26.7 0.9884 1083595876
2004 125 -29.2 55.3 -1.8 0.9996 1083681691
2004 125 -11.4 267.2 18.6 0.9966 1083731390
2004 125 -5.2 223.2 146.4 1.0060 1083740466
2004 125 -51.8 213.4 -128.6 1.0019 1083754669
2004 129 -63.7 166.7 -73.9 0.9958 1084058491
2004 129 -33.3 278.6 -179.8 1.0034 1084095117
2004 130 -32.1 193.2 -10.3 0.9928 1084143415
2004 130 -26.1 238.9 161.0 1.0041 1084171867
2004 130 -16.6 357.5 21.6 0.9984 1084186303
2004 131 -38.4 45.6 -21.3 0.9977 1084192717
2004 131 25.8 315.5 51.2 1.0016 1084260601
2004 132 -73.2 323.8 -79.7 0.9984 1084353482
2004 134 -43.9 67.1 -29.0 1.0027 1084462404
2004 134 -36.3 92.0 -131.3 1.0047 1084476127
2004 136 -57.3 159.8 -129.2 1.0022 1084684807
2004 138 -32.5 94.5 6.2 0.9975 1084816878
2004 138 -28.6 208.8 175.7 0.9979 1084856365
2004 139 -43.8 69.9 -37.3 1.0064 1084897207
2004 139 -71.4 117.3 -70.5 0.9989 1084901864
2004 140 -33.8 170.6 -159.1 1.0053 1085028765
2004 142 -34.9 199.7 -23.1 0.9947 1085173147
2004 142 -36.5 15.1 -10.7 0.9995 1085226775
2004 143 -39.0 217.6 -17.3 0.9994 1085273846
2004 144 -49.6 126.9 -138.2 1.0071 1085365707
2004 144 11.2 346.5 64.5 1.0024 1085393676
2004 145 -58.0 169.7 -49.9 0.9962 1085429485
2004 145 4.3 248.3 132.1 1.0015 1085468377
2004 147 -44.8 358.2 -142.4 1.0006 1085593745
2004 147 -48.2 23.4 -141.4 1.0013 1085597784
2004 147 24.8 150.5 114.1 1.0050 1085615388
2004 147 -35.1 135.7 -164.8 1.0004 1085618824
2004 148 -44.0 120.7 -141.3 0.9983 1085693126
2004 148 -51.0 296.0 -50.3 1.0018 1085725417
2004 149 -75.3 117.3 -87.8 0.9957 1085773046
2004 149 -45.6 211.1 -31.4 1.0011 1085787337
2004 149 18.1 335.4 100.5 1.0032 1085828710
2004 150 -63.5 54.4 -59.0 0.9959 1085833746
2004 151 -26.1 151.4 18.2 0.9947 1085949216
2004 151 -84.4 219.9 -92.2 0.9991 1085975390
2004 152 -53.5 42.0 -136.7 1.0023 1086028405
2004 152 -54.4 201.4 -135.2 1.0026 1086065692
2004 153 -40.9 110.6 -32.3 0.9944 1086097502
2004 153 -10.2 118.0 162.2 1.0054 1086130728
2004 153 -70.8 203.3 -108.0 0.9959 1086148723
2004 154 -36.5 87.8 -170.2 1.0009 1086201869
2004 154 -35.2 168.9 -162.3 1.0021 1086231539
2004 156 -67.3 306.3 -61.8 0.9961 1086404270
2004 156 -33.2 199.7 -166.5 1.0040 1086410214
2004 158 -58.2 298.2 -53.4 1.0014 1086583422
2004 158 3.6 331.1 66.9 1.0009 1086597416
2004 159 -78.7 126.3 -103.1 0.9993 1086653498
2004 160 -16.4 119.6 147.1 1.0028 1086728913
2004 160 -49.1 221.3 -143.3 1.0037 1086758836
2004 161 7.1 299.9 75.5 0.9977 1086849649
2004 162 -78.2 168.1 -76.3 0.9989 1086882265
2004 162 -13.0 136.6 -177.3 1.0072 1086916925
2004 162 -59.8 231.3 -121.6 1.0030 1086930247
2004 164 -48.7 10.5 -143.5 1.0071 1087051634
2004 165 -43.6 63.9 -27.5 0.9984 1087129078
2004 165 -7.5 292.6 123.3 1.0016 1087199072
2004 165 -38.5 48.6 -17.1 0.9989 1087213597
2004 166 -66.7 101.6 -117.3 1.0002 1087248217
2004 167 -42.1 101.4 -155.2 0.9990 1087330046
2004 169 -63.2 128.5 -57.2 0.9984 1087486848
2004 169 -49.8 220.2 -142.4 0.9987 1087535618
2004 170 22.5 182.0 122.7 1.0048 1087606694
2004 170 -3.9 46.8 33.7 0.9992 1087644184
2004 171 -67.3 167.1 -70.1 0.9982 1087674339
2004 171 -16.6 147.2 139.1 1.0005 1087681981
2004 172 -83.8 95.6 -97.1 1.0002 1087767581
2004 174 -60.7 64.1 -125.7 0.9989 1087928241
2004 175 -54.0 74.6 -135.5 0.9977 1088016192
2004 175 -1.4 177.3 49.7 0.9954 1088022946
2004 176 -15.6 235.9 22.1 1.0025 1088120517
2004 177 -63.8 357.3 -122.6 1.0023 1088175972
2004 177 -8.4 189.1 33.3 0.9992 1088196123
2004 177 -56.6 12.7 -57.3 0.9963 1088221118
2004 177 -62.3 53.2 -69.5 0.9894 1088225577
2004 177 -37.7 332.7 -162.2 1.0062 1088249821
2004 179 -23.6 202.9 136.1 1.0006 1088382807
2004 179 0.8 231.5 137.4 1.0051 1088394469
2004 180 17.3 170.5 133.1 1.0117 1088467552
2004 180 -14.1 225.5 -170.1 1.0168 1088491873
2004 181 -21.6 84.6 12.0 1.0024 1088514624
2004 181 -41.2 57.2 -50.0 1.0032 1088515624
2004 181 4.1 245.3 70.0 1.0018 1088559118
2004 182 -39.2 113.0 -23.0 1.0019 1088602683
2004 182 16.9 139.5 119.6 1.0059 1088629303
2004 182 -34.5 253.8 -9.5 0.9999 1088641417
2004 183 -30.6 304.0 -4.1 0.9992 1088738805
2004 184 -3.0 161.3 64.5 0.9984 1088797215
2004 185 -4.8 280.4 20.8 0.9967 1088903099
2004 186 27.3 98.1 102.7 1.0028 1088960619
2004 186 21.9 125.7 92.0 0.9980 1088964878
2004 187 -9.5 226.8 23.0 0.9954 1089064589
2004 188 -53.6 117.7 -43.5 1.0019 1089119617
2004 189 0.1 98.2 102.9 0.9982 1089218173
2004 189 1.3 67.4 159.9 1.0064 1089222869
2004 189 -27.7 293.2 -9.4 0.9978 1089248494
2004 189 -24.3 18.4 -17.3 0.9890 1089262974
2004 189 12.9 356.9 50.5 0.9978 1089270273
2004 191 24.4 107.2 82.7 1.0017 1089388887
2004 191 11.5 202.4 94.1 1.0040 1089414375
2004 191 -21.5 295.5 171.0 1.0018 1089446055
2004 192 -38.2 63.8 -15.4 0.9991 1089461149
2004 192 -44.4 49.1 -151.1 0.9966 1089472616
2004 193 -34.4 70.2 5.9 1.0034 1089552261
2004 193 -15.1 155.6 138.4 1.0034 1089579820
2004 193 -43.9 319.0 -29.8 0.9956 1089607017
2004 195 -0.7 284.7 78.2 1.0001 1089776354
2004 196 -4.6 295.6 131.8 1.0033 1089872600
2004 197 16.9 125.3 123.0 1.0026 1089919188
2004 197 -35.5 341.3 -162.6 1.0039 1089977367
2004 198 -39.2 286.1 -18.7 0.9994 1090027607
2004 201 -28.0 327.0 6.2 0.9941 1090297500
2004 202 -78.5 109.4 -78.8 0.9989 1090328482
2004 204 13.5 223.4 53.3 1.0007 1090531352
2004 204 -71.2 285.5 -66.6 0.9981 1090534678
2004 205 -60.8 43.1 -60.3 0.9909 1090641438
2004 206 -18.1 351.4 13.5 0.9980 1090731644
2004 208 -19.7 130.1 166.9 1.0008 1090870697
2004 208 -79.8 120.2 -102.1 0.9990 1090882174
2004 208 -55.5 356.0 -49.0 0.9938 1090894530
2004 211 -0.1 113.8 26.2 0.9983 1091103865
2004 211 -36.9 204.3 -11.8 0.9984 1091131214
2004 211 -28.1 136.0 -178.2 1.0046 1091131677
2004 211 -5.3 145.5 169.8 1.0122 1091138662
2004 211 -0.8 248.2 116.8 1.0039 1091151708
2004 212 -6.9 158.6 15.1 0.9946 1091199208
2004 212 -19.2 268.0 37.2 1.0005 1091234011
2004 212 -18.4 317.6 60.4 0.9986 1091248323
2004 212 -77.5 81.2 -74.6 0.9961 1091260252
2004 214 -7.9 9.2 33.7 0.9992 1091427274
2004 215 -42.5 299.2 -28.5 0.9970 1091489676
2004 215 -9.1 287.6 55.4 1.0027 1091497891
2004 216 1.1 209.9 163.7 1.0060 1091584625
2004 217 -3.5 310.2 40.0 0.9973 1091672087
2004 218 21.0 307.6 93.5 1.0015 1091765985
2004 219 -52.0 151.4 -61.8 0.9997 1091810430
2004 219 -50.9 281.8 -138.3 1.0004 1091863442
2004 220 -57.6 356.7 -116.2 0.9957 1091893136
2004 221 -30.8 247.9 5.8 1.0018 1092003585
2004 224 -42.9 188.3 -25.9 0.9952 1092244102
2004 224 -38.7 316.7 -19.9 0.9969 1092280919
2004 224 20.5 337.7 120.4 1.0022 1092295931
2004 225 -5.0 147.4 145.2 1.0020 1092338459
2004 226 -84.7 279.3 -83.6 0.9948 1092424789
2004 227 -28.6 207.4 -155.4 1.0068 1092538303
2004 228 -43.3 265.6 -26.7 1.0025 1092606079
2004 228 13.2 227.7 136.1 1.0085 1092617216
2004 228 -41.2 349.7 -29.8 0.9989 1092633151
2004 229 -51.8 269.8 -134.6 0.9980 1092711863
2004 229 -69.3 154.8 -68.2 0.9993 1092736138
2004 330 -20.3 52.9 172.2 1.0023 1101451896
2004 331 -16.9 55.8 62.7 1.0041 1101525403
2004 333 27.5 340.6 123.7 1.0084 1101690406
2004 333 -54.7 48.9 -134.2 1.0003 1101710505
2004 334 26.8 254.7 72.5 1.0009 1101743092
2004 334 -17.1 264.0 66.6 1.0055 1101747938
2004 334 -71.6 192.1 -112.3 1.0025 1101748719
2004 334 -53.7 34.8 -44.2 0.9977 1101769666
2004 335 -49.2 94.0 -126.4 1.0072 1101823044
2004 335 -32.4 229.4 43.2 1.0024 1101826873
2004 335 7.7 276.1 131.5 1.0022 1101846580
2004 335 -19.3 144.0 139.4 0.9981 1101897783
2004 336 -14.0 255.3 1.5 0.9935 1101903785
2004 336 16.5 209.0 143.6 1.0136 1101921380
2004 336 -75.9 238.9 -101.6 0.9970 1101924526
2004 336 -47.7 275.6 -140.3 1.0009 1101944469
2004 336 -63.7 2.8 -90.3 0.9964 1101945997
2004 336 -46.2 82.7 -34.3 1.0037 1101957401
2004 337 -12.0 335.6 47.3 0.9991 1102020701
2004 337 -84.7 316.5 -93.7 0.9945 1102055283
2004 338 -43.6 266.9 -27.3 0.9993 1102085886
2004 338 -50.0 328.7 -133.4 1.0011 1102133035
2004 338 23.1 77.4 123.8 1.0049 1102143751
2004 339 -53.4 179.4 -115.1 1.0011 1102163975
2004 339 -72.5 31.0 -94.0 0.9972 1102164585
2004 339 -61.0 268.4 -53.8 1.0028 1102167680
2004 339 -18.3 307.4 94.1 0.9990 1102191326
2004 339 -10.5 324.8 99.7 1.0027 1102196215
2004 339 -22.8 360.0 35.5 0.9960 1102199548
2004 339 -68.9 274.2 -115.7 0.9988 1102203600
2004 339 -11.1 37.2 42.6 0.9979 1102206870
2004 339 -18.7 14.6 178.3 1.0010 1102221169
2004 339 16.4 129.1 37.4 0.9948 1102221859
2004 341 18.6 274.7 98.4 1.0012 1102357279
2004 341 -51.2 25.9 -75.5 1.0014 1102380668
2004 341 -13.4 198.3 0.9 0.9931 1102406703
2004 341 -43.0 125.1 -153.2 0.9985 1102417728
2004 342 -8.1 234.2 149.9 1.0026 1102440837
2004 342 -22.6 251.5 162.5 1.0002 1102443451
2004 343 -44.0 224.7 -149.7 1.0027 1102522661
2004 343 -61.3 23.0 -55.0 0.9978 1102541270
2004 343 -14.6 140.4 35.6 0.9983 1102575860
2004 344 -35.3 238.3 -174.8 1.0014 1102605480
2004 344 -74.6 229.6 -108.5 0.9961 1102619861
2004 344 -70.8 296.0 -100.1 1.0003 1102623648
2004 344 -81.0 56.6 -79.0 0.9986 1102625999
2004 344 -71.0 107.5 -68.1 1.0028 1102646894
2004 344 -72.9 49.1 -110.9 0.9991 1102666568
2004 344 39.2 179.2 69.4 1.0038 1102670727
2004 345 3.2 291.3 99.2 1.0018 1102705560
2004 345 -17.0 72.6 120.0 1.0002 1102740562
2004 345 -3.0 106.4 130.8 1.0026 1102751986
2004 347 14.2 251.4 51.2 0.9974 1102858930
2004 347 -44.2 290.4 -28.5 0.9943 1102865364
2004 348 22.6 290.4 129.5 1.0093 1102971742
2004 348 -1.3 130.6 108.4 1.0010 1103012933
2004 349 -67.7 182.4 -117.7 1.0003 1103041053
2004 349 -11.9 260.6 103.0 1.0038 1103042834
2004 349 -65.5 46.3 -63.9 0.9925 1103050574
2004 349 -28.4 351.8 27.2 1.0024 1103060094
2004 350 -42.2 352.3 -25.8 0.9975 1103137129
2004 350 -10.4 113.3 30.2 0.9952 1103170355
2004 351 -17.0 230.5 172.0 1.0018 1103218924
2004 351 -72.2 284.4 -88.8 0.9969 1103219026
2004 351 -33.4 311.0 -3.8 0.9950 1103219224
2004 351 -77.1 328.8 -95.2 0.9994 1103233947
2004 351 4.3 314.9 146.1 1.0039 1103237510
2004 351 -37.0 173.9 -168.5 1.0043 1103284418
2004 352 -68.6 342.8 -107.8 0.9926 1103350108
2004 353 -37.8 326.1 -16.2 0.9952 1103392514
2004 353 29.4 259.8 123.8 1.0107 1103394710
2004 353 4.7 357.9 57.8 1.0002 1103404114
2004 353 11.3 87.0 110.3 1.0007 1103434478
2004 353 -69.5 216.0 -65.6 0.9938 1103447856
2004 354 13.3 165.9 152.1 1.0143 1103464100
2004 354 -21.7 253.9 108.8 1.0011 1103471908
2004 354 -66.3 233.7 -118.9 0.9969 1103480472
2004 354 -47.6 328.7 -145.3 1.0014 1103498644
2004 354 17.2 64.9 142.4 1.0083 1103523797
2004 355 -41.0 166.5 -145.7 1.0050 1103556496
2004 355 0.1 110.8 166.8 1.0073 1103624775
2004 356 -35.0 204.3 12.7 1.0020 1103630794
2004 356 4.4 176.2 21.0 0.9912 1103695547
2004 357 1.6 0.4 82.1 1.0025 1103753549
2004 357 10.2 133.9 74.9 0.9973 1103783964
2004 361 -54.2 8.3 -119.5 1.0001 1104105857
2004 361 -66.9 99.3 -73.3 0.9957 1104117140
2004 362 -7.3 263.1 26.3 0.9970 1104152327
2004 362 -48.3 246.1 -143.2 0.9968 1104167009
2004 362 -47.6 221.5 -129.0 1.0047 1104179194
2004 362 -64.9 65.1 -58.8 0.9960 1104184921
2004 362 -33.3 162.9 -3.9 0.9958 1104217274
2004 362 -49.3 118.3 -140.0 0.9964 1104221906
2004 363 -3.0 209.3 96.9 1.0065 1104236403
2004 363 -33.8 261.3 -3.2 0.9985 1104241662
2004 363 10.6 191.6 106.1 1.0034 1104320286
2004 364 -43.9 194.1 -149.2 1.0047 1104333639
2004 364 -63.1 335.5 -117.2 0.9965 1104360416
2004 364 29.7 23.9 82.6 1.0040 1104361294
2004 364 -50.2 15.9 -122.0 1.0004 1104365239
2004 364 -47.4 174.9 -74.8 0.9981 1104398475
2004 365 -48.5 6.1 -139.9 0.9994 1104464555
2004 365 26.3 175.1 62.7 1.0014 1104478778
2004 366 -65.7 224.3 -119.1 0.9988 1104518922
2004 366 -35.5 296.2 -162.8 1.0023 1104528117
2004 366 -36.6 22.2 -164.6 1.0037 1104545955
2004 366 -24.4 117.7 106.7 0.9989 1104559122
2004 366 -16.9 173.6 63.2 0.9971 1104569380
2004 366 -11.1 190.9 93.0 1.0020 1104576073
2005 1 -38.9 308.9 -26.8 0.9959 1104586632
2005 1 23.3 255.0 100.5 1.0052 1104593468
2005 1 22.5 191.2 79.7 1.0033 1104659710
2005 2 20.6 44.3 110.6 1.0050 1104717496
2005 3 21.6 300.4 114.3 1.0040 1104779428
2005 5 -21.6 80.0 20.2 1.0025 1104972984
2005 5 8.6 204.9 41.9 1.0003 1105000507
2005 5 -82.8 147.6 -93.5 0.9971 1105001745
2005 6 -62.2 217.2 -57.3 0.9959 1105077253
2005 6 -50.3 43.0 -132.9 0.9987 1105080494
2005 7 -30.2 261.8 -155.9 1.0019 1105130310
2005 7 -76.9 343.6 -95.0 0.9980 1105133078
2005 7 -50.4 321.8 -141.0 1.0014 1105135470
2005 7 -83.5 23.7 -97.7 1.0000 1105156802
2005 7 -50.3 322.0 -51.9 0.9951 1105183429
2005 8 -55.8 317.4 -132.8 0.9992 1105221521
2005 8 -43.0 96.2 -139.8 0.9989 1105245596
2005 8 -2.2 171.2 33.3 0.9987 1105250948
2005 9 -36.3 335.4 -162.8 1.0013 1105312275
2005 9 -76.2 154.4 -73.1 0.9945 1105322264
2005 9 16.1 105.2 118.8 1.0035 1105336622
2005 10 -33.3 187.9 -171.1 1.0011 1105360457
2005 10 -37.8 156.6 -147.3 1.0063 1105364476
2005 10 -61.6 6.3 -54.3 0.9980 1105376468
2005 10 -15.1 68.3 124.5 0.9995 1105411331
2005 10 -60.5 225.1 -71.0 0.9994 1105441410
2005 11 -55.8 108.0 -57.0 0.9899 1105476516
2005 11 -37.7 8.1 -164.2 1.0018 1105483919
2005 11 -30.2 81.6 -3.7 0.9973 1105487480
2005 11 -59.9 72.8 -126.8 1.0008 1105508212
2005 11 -2.7 201.9 62.7 1.0009 1105522459
2005 12 14.9 27.2 93.0 1.0013 1105571091
2005 12 -77.0 217.7 -74.0 0.9970 1105596413
2005 12 -6.8 192.5 77.1 1.0013 1105608610
2005 13 -46.8 87.5 -41.8 0.9924 1105648706
2005 13 -36.8 114.7 -26.4 0.9960 1105658836
2005 13 -19.2 121.1 111.2 0.9963 1105680764
2005 14 -12.3 0.9 176.1 1.0062 1105751910
2005 14 -60.1 47.5 -124.2 1.0046 1105758188
2005 15 -22.3 262.4 134.9 1.0014 1105802369
2005 15 -76.3 205.6 -73.9 0.9928 1105856796
2005 15 -3.0 173.4 45.9 1.0004 1105857496
2005 15 -35.8 161.7 -173.3 0.9987 1105865453
2005 16 -50.9 156.8 -39.9 0.9949 1105935322
2005 18 5.0 45.2 165.0 1.0129 1106108673
2005 18 16.1 131.3 72.7 0.9951 1106109044
2005 18 -39.2 98.2 -147.2 1.0006 1106125252
2005 19 -39.9 231.4 -144.2 0.9992 1106138523
2005 19 -58.4 303.3 -127.6 0.9999 1106164330
2005 20 -32.4 321.0 -164.9 1.0046 1106258610
2005 20 -62.3 127.5 -124.6 0.9968 1106299687
2005 21 5.5 270.9 125.7 1.0043 1106324302
2005 21 -26.1 49.0 -16.9 0.9889 1106331800
2005 21 -19.0 20.3 90.9 1.0051 1106344448
2005 21 -28.6 355.4 -178.6 1.0037 1106348509
2005 21 -72.3 134.6 -106.9 0.9970 1106381572
2005 21 -47.6 196.7 -127.5 1.0000 1106390156
2005 23 -21.6 129.0 5.8 0.9961 1106531545
2005 24 -36.3 6.9 -167.5 1.0053 1106608174
2005 24 -18.1 122.6 25.9 1.0036 1106620321
2005 24 5.3 126.3 129.2 1.0012 1106635044
2005 25 -4.0 344.5 16.5 0.9952 1106666332
2005 25 -26.0 338.8 -3.4 0.9956 1106666482
2005 25 -73.4 168.8 -105.8 0.9951 1106667053
2005 25 -51.8 233.3 -42.3 0.9995 1106730119
2005 26 -65.6 37.0 -63.8 0.9962 1106769048
2005 26 31.3 99.0 83.4 0.9994 1106792002
2005 26 28.9 108.1 99.8 1.0028 1106798327
2005 26 -6.5 226.1 90.3 1.0031 1106824518
2005 27 -36.2 279.4 -161.8 1.0023 1106850580
2005 27 -40.5 70.3 -91.6 0.9962 1106873454
2005 29 -34.2 322.0 -9.7 0.9963 1107010212
2005 29 -20.9 29.3 166.9 1.0027 1107044964
2005 30 -3.9 281.3 43.0 1.0013 1107089274
2005 30 18.0 302.1 59.2 0.9987 1107094571
2005 30 -22.1 52.4 19.0 0.9975 1107120539
2005 30 26.7 84.8 64.7 1.0060 1107128758
2005 30 36.2 220.6 81.8 1.0089 1107165158
2005 31 -49.5 272.9 -119.8 0.9990 1107183390
2005 31 14.1 357.1 119.4 1.0057 1107206311
2005 31 -62.1 3.8 -107.8 1.0024 1107206532
2005 31 19.2 57.2 83.7 1.0069 1107213535
2005 31 -49.7 131.7 -47.9 0.9975 1107227234
2005 31 -43.5 204.4 -78.8 1.0018 1107249521
2005 31 -7.4 213.7 93.1 1.0006 1107252675
2005 32 -33.8 227.2 -170.5 1.0017 1107265412
2005 32 -49.0 112.7 -142.4 1.0008 1107330132
2005 33 -44.5 26.1 -41.9 0.9998 1107375848
2005 34 13.6 252.4 124.4 1.0026 1107440826
2005 34 3.7 280.9 131.3 1.0022 1107447716
2005 34 -34.7 282.3 -155.9 1.0022 1107459133
2005 34 -46.8 60.2 -75.1 1.0031 1107472959
2005 34 24.1 19.2 130.5 1.0116 1107474114
2005 35 -14.2 124.0 13.5 0.9921 1107563955
2005 38 -5.6 80.4 141.7 0.9997 1107831101
2005 38 -69.0 150.4 -115.8 1.0008 1107858886
2005 39 -71.2 91.8 -67.2 0.9948 1107891137
2005 39 -54.3 100.9 -49.1 0.9940 1107892361
2005 39 10.9 99.6 70.8 0.9952 1107910839
2005 39 35.6 100.7 80.2 1.0007 1107911520
2005 40 -22.0 76.5 2.4 0.9986 1107982691
2005 40 -34.1 140.0 -0.5 0.9977 1108005655
2005 41 -57.5 241.5 -122.9 1.0031 1108041775
2005 41 -9.6 356.4 84.9 0.9988 1108061358
2005 41 -84.7 13.6 -96.3 0.9946 1108089902
2005 41 -41.9 170.6 -26.0 0.9935 1108090289
2005 41 27.1 97.8 114.5 1.0041 1108091939
2005 41 -28.2 146.5 12.2 0.9956 1108092012
2005 41 -41.2 134.9 -155.9 0.9978 1108101208
2005 41 1.8 115.4 149.9 1.0015 1108101613
2005 41 10.2 178.3 130.4 1.0039 1108113316
2005 42 20.6 120.2 73.0 0.9978 1108174061
